'Agency Name','Days after Jan 1','Hours past Midnight','Route Type','Related Non-Motorist','Collision Type',Weather,'Surface Condition',Light,'Traffic Control','Driver Substance Abuse','Non-Motorist Substance Abuse','Pedestrian Movement','Pedestrian Actions','Pedestrian Location','At Fault','Safety Equipment','Lat- Normalized','Long- Normalized','Injury Severity'
MONTGOMERY,43550,15.617,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.503801,0.937689,'Suspected Minor Injury'
ROCKVILLE,43851,16.85,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection',None,'DRIVEWAY ACCESS MARKED CROSSWALK',No,None,0.627755,0.882599,'Suspected Minor Injury'
MONTGOMERY,43139,9.167,County,Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.54085,0.915923,'Possible Injury'
MONTGOMERY,42298,22.217,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.502721,0.917922,'Suspected Minor Injury'
MONTGOMERY,43875,14.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.467639,0.92158,'Suspected Serious Injury'
MONTGOMERY,43597,11.267,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','AT AT INTERSECTION MARKED CROSSWALK',Yes,None,0.722061,0.840242,'Possible Injury'
MONTGOMERY,42400,19.833,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','ALCOHOL PRESENT','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY',MEDIAN,Yes,None,0.531605,0.970811,'Suspected Minor Injury'
MONTGOMERY,42689,17,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected',' Working',None,'ON ROADWAY AT CROSSWALK',No,None,0.477595,0.911553,'Possible Injury'
MONTGOMERY,45575,16.75,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.558812,0.938733,'Suspected Minor Injury'
MONTGOMERY,45296,23.9,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,CURB,No,None,0.572548,0.964233,'Suspected Minor Injury'
MONTGOMERY,44501,12.967,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding against Traffic',None,CURB,No,None,0.50718,0.901875,'Possible Injury'
MONTGOMERY,42299,12.183,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.492118,0.919769,'Suspected Serious Injury'
MONTGOMERY,42524,17.25,'Maryland (State)',Bicyclist,'Single Vehicle',Cloudy,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',Yes,None,0.665372,0.862146,'Possible Injury'
GAITHERSBURG,43025,20.833,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','ILLEGAL DRUG PRESENT','Walking/Riding w/Traffic','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.688868,0.868888,'Suspected Serious Injury'
MONTGOMERY,42682,8.383,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking to/from school',None,'ON ROADWAY AT CROSSWALK',No,None,0.730985,0.876337,'Possible Injury'
MONTGOMERY,42920,11.217,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.509028,0.947201,'Suspected Serious Injury'
ROCKVILLE,43088,18.933,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,MEDIAN,No,None,0.609743,0.894204,'No Apparent Injury'
MONTGOMERY,42444,16.433,County,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.711497,0.845523,'Suspected Minor Injury'
MONTGOMERY,42537,9.183,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking to/from school',Inattentive,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.610003,0.932041,'Possible Injury'
MONTGOMERY,42561,17.333,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Inattentive,SIDEWALK,No,None,0.572201,0.911957,'Suspected Minor Injury'
MONTGOMERY,43847,9.633,County,Bicyclist,'HEAD ON LEFT TURN',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.564479,0.914392,'No Apparent Injury'
MONTGOMERY,42318,20.3,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'OUTSIDE RIGHT OF WAY',No,None,0.836395,0.871809,'Suspected Serious Injury'
MONTGOMERY,42066,20.267,County,Pedestrian,'Single Vehicle','WINTRY MIX',ICE,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.506056,0.947163,'Possible Injury'
MONTGOMERY,44359,14.8,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,SHOULDER,No,Yes,0.691571,0.835017,'Suspected Serious Injury'
ROCKVILLE,44718,1.1,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','ALCOHOL PRESENT','Getting off/on Vehicle',None,'ON ROADWAY AT CROSSWALK',No,None,0.598636,0.908858,'Possible Injury'
ROCKVILLE,44868,13.15,County,Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.616667,0.89356,'Suspected Minor Injury'
GAITHERSBURG,43203,21.1,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.691098,0.870224,'Suspected Serious Injury'
MONTGOMERY,42322,20.117,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.572096,0.938212,'Suspected Minor Injury'
MONTGOMERY,43026,8,' Public Roadway',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.69232,0.840314,'Suspected Minor Injury'
MONTGOMERY,42201,16.383,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','ALCOHOL PRESENT','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',No,None,0.560302,0.939732,'Suspected Minor Injury'
MONTGOMERY,44112,15.033,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Inattentive,'ON ROADWAY AT CROSSWALK',Yes,Yes,0.502533,0.933974,'Suspected Minor Injury'
MONTGOMERY,42181,13.35,'Maryland (State)',Bicyclist,'SAME DIR REAR END',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',Inattentive,SHOULDER,No,Yes,0.512005,0.926529,'Suspected Minor Injury'
MONTGOMERY,43816,12.683,County,Pedestrian,'Single Vehicle',Cloudy,Wet,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','OUTSIDE RIGHT OF WAY',Yes,None,0.50628,0.950252,'No Apparent Injury'
MONTGOMERY,44753,18.45,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.563161,0.914398,'Suspected Minor Injury'
MONTGOMERY,43649,8.55,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.545394,0.911091,'Suspected Minor Injury'
MONTGOMERY,42379,12.1,County,Pedestrian,'Single Vehicle',Rain,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.739137,0.852255,'No Apparent Injury'
TAKOMA,43063,9.217,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.490754,0.954712,'Suspected Minor Injury'
MONTGOMERY,43448,7.317,'Maryland (State)',Pedestrian,'Single Vehicle',Foggy,Dry,Dawn,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.726306,0.919181,'Suspected Minor Injury'
MONTGOMERY,43596,2.667,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','ALCOHOL PRESENT',Standing,'IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',No,None,0.557766,0.938495,'Suspected Serious Injury'
MONTGOMERY,45422,13.617,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.536532,0.940768,'Suspected Minor Injury'
MONTGOMERY,43190,21,'Maryland (State)',Pedestrian,'SAME DIR REAR END',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.677524,0.958207,'Suspected Serious Injury'
MONTGOMERY,42965,14.917,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Playing,Inattentive,'ON ROADWAY AT CROSSWALK',Yes,None,0.715172,0.84484,'Suspected Minor Injury'
MONTGOMERY,43745,15.65,'Maryland (State)',Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.548608,0.928193,'Possible Injury'
MONTGOMERY,42168,17.433,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.61587,0.930107,'Possible Injury'
MONTGOMERY,43248,15.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.530653,0.868571,'Possible Injury'
ROCKVILLE,42171,12.5,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',No,None,0.61977,0.895179,'Suspected Minor Injury'
MONTGOMERY,44823,16,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.56806,0.929407,'Suspected Minor Injury'
ROCKVILLE,43762,18.367,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',Yes,None,0.613276,0.882285,'Possible Injury'
MONTGOMERY,45540,9,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.499594,0.946006,'Possible Injury'
MONTGOMERY,43501,18.667,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.509775,0.95299,'Possible Injury'
MONTGOMERY,44365,10.667,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,None,0.610026,0.864497,'Suspected Minor Injury'
MONTGOMERY,42377,17.75,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Not Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.596546,0.909872,'Suspected Minor Injury'
MONTGOMERY,43356,7.317,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.623806,0.985212,'Suspected Minor Injury'
MONTGOMERY,43583,18.083,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.463944,0.917599,'Possible Injury'
MONTGOMERY,43208,8.6,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.483059,0.905152,'No Apparent Injury'
MONTGOMERY,43375,19.05,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Dusk,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.481294,0.92202,'Possible Injury'
MONTGOMERY,43855,15.5,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.497756,0.955244,'Suspected Minor Injury'
GAITHERSBURG,42355,18.6,Municipality,Pedestrian,'HEAD ON LEFT TURN',Foggy,Wet,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.653976,0.854932,'Possible Injury'
MONTGOMERY,43596,12.867,County,Bicyclist,'HEAD ON LEFT TURN',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','AT INTERSECTION BUT NO CROSSWALK',Yes,Yes,0.530948,0.86923,'Suspected Minor Injury'
MONTGOMERY,44017,1.55,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.669677,0.859583,'Suspected Serious Injury'
MONTGOMERY,44167,17.3,County,Pedestrian,'SAME DIRECTION LEFT TURN',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','NOT VISIBLE','AT INTERSECTION BUT NO CROSSWALK',No,None,0.528975,0.968847,'Suspected Minor Injury'
'Maryland-National Capital',45376,9,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.522679,0.928163,'Suspected Minor Injury'
MONTGOMERY,42521,18.067,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.535337,0.941088,'Possible Injury'
MONTGOMERY,42633,15.333,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.649589,0.890833,'Suspected Minor Injury'
MONTGOMERY,44311,4.317,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','ALCOHOL PRESENT','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.581156,0.928505,'Suspected Minor Injury'
MONTGOMERY,42202,14.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'INSIDE BUILDING',No,None,0.494144,0.94862,'No Apparent Injury'
MONTGOMERY,42666,8.883,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.54739,0.958986,'Possible Injury'
MONTGOMERY,44300,14.817,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.533973,0.954686,'Suspected Minor Injury'
MONTGOMERY,42156,17,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Cloudy,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','AT AT INTERSECTION MARKED CROSSWALK',No,None,0.553677,0.937914,'Suspected Minor Injury'
MONTGOMERY,44586,13.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.675998,0.86456,'Possible Injury'
MONTGOMERY,43879,13.667,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.510839,0.964395,'Suspected Minor Injury'
MONTGOMERY,44729,12.667,County,' CONVEYANCE','Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.712194,0.893837,'Possible Injury'
TAKOMA,42797,19.967,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.488171,0.953127,'Suspected Serious Injury'
MONTGOMERY,44714,14.017,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',' Working','IMPROPER TURN MERGE','OUTSIDE RIGHT OF WAY',Yes,None,0.511847,0.956831,'Possible Injury'
MONTGOMERY,45304,17.333,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.558574,0.939339,'Possible Injury'
GAITHERSBURG,43958,16,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.650846,0.857971,'Suspected Minor Injury'
MONTGOMERY,43872,5.9,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.506376,0.948293,'Possible Injury'
MONTGOMERY,43767,7.033,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Dawn,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.707083,0.856981,'Suspected Minor Injury'
MONTGOMERY,45480,16.75,County,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.600845,0.943006,'Suspected Minor Injury'
MONTGOMERY,45439,16.35,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.530159,0.939751,'Suspected Minor Injury'
MONTGOMERY,43689,19.75,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.736904,0.849975,'Possible Injury'
MONTGOMERY,42296,14.167,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',Yes,None,0.542931,0.92693,'Suspected Minor Injury'
MONTGOMERY,43173,9.217,'Maryland (State)',Bicyclist,'SAME DIRECTION SIDESWIPE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.505516,0.947576,'Possible Injury'
MONTGOMERY,45575,17.117,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.568462,0.882275,'Suspected Minor Injury'
MONTGOMERY,42663,15.667,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.508435,0.948797,'Possible Injury'
ROCKVILLE,43425,15.7,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.605504,0.894863,'Possible Injury'
MONTGOMERY,42956,10.4,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.596882,0.90985,'Suspected Minor Injury'
MONTGOMERY,42367,18.783,'Maryland (State)',Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.581662,0.938276,'Suspected Minor Injury'
MONTGOMERY,42738,18.167,County,Pedestrian,'Single Vehicle',Clear,Wet,'Dark - Not Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.527561,0.913982,'Possible Injury'
MONTGOMERY,43702,13.85,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.500122,0.950271,'Possible Injury'
MONTGOMERY,44653,10.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'WARNING SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.706575,0.870894,'Possible Injury'
MONTGOMERY,42360,17.25,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.562355,0.907548,'Suspected Minor Injury'
MONTGOMERY,42867,16.933,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.723405,0.879823,'Suspected Minor Injury'
MONTGOMERY,43815,8.433,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.46758,0.922713,'Possible Injury'
MONTGOMERY,45507,11.5,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.575456,0.924304,'Suspected Minor Injury'
MONTGOMERY,42278,16.2,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,None,0.514144,0.962718,'Suspected Minor Injury'
TAKOMA,42456,21.15,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.502736,0.964471,'Possible Injury'
MONTGOMERY,44470,23.7,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected',Standing,'IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.706733,0.845133,'Possible Injury'
MONTGOMERY,45576,8.283,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.645373,0.888102,'Possible Injury'
MONTGOMERY,42614,12.4,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.618905,0.902372,'Suspected Minor Injury'
